"Age","Gender","Country","Video_Gender","parent","Education","PID","SES","Edu_asp","income_annual","occupation","Trait","Conformity_pref","Trait_why","Why"
44,"Male","US","2","1",1,"N251",6,2,"4","Management, professional, and related","Smart",1,"Smart_reason","Cognitive"
44,"Male","US","2","1",1,"N251",6,2,"4","Management, professional, and related","Smart",1,"Behave_reason","Normative"
44,"Male","US","2","1",1,"N251",6,2,"4","Management, professional, and related","Smart",1,"Grades_reason","Cognitive"
44,"Male","US","2","1",1,"N251",6,2,"4","Management, professional, and related","Behave",1,"Smart_reason","Cognitive"
44,"Male","US","2","1",1,"N251",6,2,"4","Management, professional, and related","Behave",1,"Behave_reason","Normative"
44,"Male","US","2","1",1,"N251",6,2,"4","Management, professional, and related","Behave",1,"Grades_reason","Cognitive"
44,"Male","US","2","1",1,"N251",6,2,"4","Management, professional, and related","Grades",1,"Smart_reason","Cognitive"
44,"Male","US","2","1",1,"N251",6,2,"4","Management, professional, and related","Grades",1,"Behave_reason","Normative"
44,"Male","US","2","1",1,"N251",6,2,"4","Management, professional, and related","Grades",1,"Grades_reason","Cognitive"
61,"Male","US","2","1",2,"N252",6,5,"3","Retired","Smart",1,"Smart_reason","Normative"
61,"Male","US","2","1",2,"N252",6,5,"3","Retired","Smart",1,"Behave_reason","Behavioral"
61,"Male","US","2","1",2,"N252",6,5,"3","Retired","Smart",1,"Grades_reason","Behavioral"
61,"Male","US","2","1",2,"N252",6,5,"3","Retired","Behave",1,"Smart_reason","Normative"
61,"Male","US","2","1",2,"N252",6,5,"3","Retired","Behave",1,"Behave_reason","Behavioral"
61,"Male","US","2","1",2,"N252",6,5,"3","Retired","Behave",1,"Grades_reason","Behavioral"
61,"Male","US","2","1",2,"N252",6,5,"3","Retired","Grades",1,"Smart_reason","Normative"
61,"Male","US","2","1",2,"N252",6,5,"3","Retired","Grades",1,"Behave_reason","Behavioral"
61,"Male","US","2","1",2,"N252",6,5,"3","Retired","Grades",1,"Grades_reason","Behavioral"
63,"Male","US","1","1",3,"N253",7,5,"$23,000  - $42,999","Retired","Smart",1,"Smart_reason","Irrelevant"
63,"Male","US","1","1",3,"N253",7,5,"$23,000  - $42,999","Retired","Smart",1,"Behave_reason","Null"
63,"Male","US","1","1",3,"N253",7,5,"$23,000  - $42,999","Retired","Smart",1,"Grades_reason","Cognitive"
63,"Male","US","1","1",3,"N253",7,5,"$23,000  - $42,999","Retired","Behave",1,"Smart_reason","Irrelevant"
63,"Male","US","1","1",3,"N253",7,5,"$23,000  - $42,999","Retired","Behave",1,"Behave_reason","Null"
63,"Male","US","1","1",3,"N253",7,5,"$23,000  - $42,999","Retired","Behave",1,"Grades_reason","Cognitive"
63,"Male","US","1","1",3,"N253",7,5,"$23,000  - $42,999","Retired","Grades",1,"Smart_reason","Irrelevant"
63,"Male","US","1","1",3,"N253",7,5,"$23,000  - $42,999","Retired","Grades",1,"Behave_reason","Null"
63,"Male","US","1","1",3,"N253",7,5,"$23,000  - $42,999","Retired","Grades",1,"Grades_reason","Cognitive"
21,"Male","US","1","0",3,"N254",4,3,"3","Other (please specify)","Smart",0,"Smart_reason","Null"
21,"Male","US","1","0",3,"N254",4,3,"3","Other (please specify)","Smart",0,"Behave_reason","Normative"
21,"Male","US","1","0",3,"N254",4,3,"3","Other (please specify)","Smart",0,"Grades_reason","Normative"
21,"Male","US","1","0",3,"N254",4,3,"3","Other (please specify)","Behave",1,"Smart_reason","Null"
21,"Male","US","1","0",3,"N254",4,3,"3","Other (please specify)","Behave",1,"Behave_reason","Normative"
21,"Male","US","1","0",3,"N254",4,3,"3","Other (please specify)","Behave",1,"Grades_reason","Normative"
21,"Male","US","1","0",3,"N254",4,3,"3","Other (please specify)","Grades",1,"Smart_reason","Null"
21,"Male","US","1","0",3,"N254",4,3,"3","Other (please specify)","Grades",1,"Behave_reason","Normative"
21,"Male","US","1","0",3,"N254",4,3,"3","Other (please specify)","Grades",1,"Grades_reason","Normative"
73,"Male","US","1","0",1,"N255",5,2,"$23,000  - $42,999","Retired","Smart",1,"Smart_reason","Normative"
73,"Male","US","1","0",1,"N255",5,2,"$23,000  - $42,999","Retired","Smart",1,"Behave_reason","Null"
73,"Male","US","1","0",1,"N255",5,2,"$23,000  - $42,999","Retired","Smart",1,"Grades_reason","Behavioral"
73,"Male","US","1","0",1,"N255",5,2,"$23,000  - $42,999","Retired","Behave",1,"Smart_reason","Normative"
73,"Male","US","1","0",1,"N255",5,2,"$23,000  - $42,999","Retired","Behave",1,"Behave_reason","Null"
73,"Male","US","1","0",1,"N255",5,2,"$23,000  - $42,999","Retired","Behave",1,"Grades_reason","Behavioral"
73,"Male","US","1","0",1,"N255",5,2,"$23,000  - $42,999","Retired","Grades",1,"Smart_reason","Normative"
73,"Male","US","1","0",1,"N255",5,2,"$23,000  - $42,999","Retired","Grades",1,"Behave_reason","Null"
73,"Male","US","1","0",1,"N255",5,2,"$23,000  - $42,999","Retired","Grades",1,"Grades_reason","Behavioral"
46,"Male","US","1","0",3,"N256",4,6,"1","Production, transportation, and material moving","Smart",1,"Smart_reason","Normative"
46,"Male","US","1","0",3,"N256",4,6,"1","Production, transportation, and material moving","Smart",1,"Behave_reason","Normative"
46,"Male","US","1","0",3,"N256",4,6,"1","Production, transportation, and material moving","Smart",1,"Grades_reason","Cognitive"
46,"Male","US","1","0",3,"N256",4,6,"1","Production, transportation, and material moving","Behave",1,"Smart_reason","Normative"
46,"Male","US","1","0",3,"N256",4,6,"1","Production, transportation, and material moving","Behave",1,"Behave_reason","Normative"
46,"Male","US","1","0",3,"N256",4,6,"1","Production, transportation, and material moving","Behave",1,"Grades_reason","Cognitive"
46,"Male","US","1","0",3,"N256",4,6,"1","Production, transportation, and material moving","Grades",1,"Smart_reason","Normative"
46,"Male","US","1","0",3,"N256",4,6,"1","Production, transportation, and material moving","Grades",1,"Behave_reason","Normative"
46,"Male","US","1","0",3,"N256",4,6,"1","Production, transportation, and material moving","Grades",1,"Grades_reason","Cognitive"
22,"Male","US","1","0",2,"N257",8,5,"1","Student","Smart",1,"Smart_reason","Normative"
22,"Male","US","1","0",2,"N257",8,5,"1","Student","Smart",1,"Behave_reason","Normative"
22,"Male","US","1","0",2,"N257",8,5,"1","Student","Smart",1,"Grades_reason","Cognitive"
22,"Male","US","1","0",2,"N257",8,5,"1","Student","Behave",1,"Smart_reason","Normative"
22,"Male","US","1","0",2,"N257",8,5,"1","Student","Behave",1,"Behave_reason","Normative"
22,"Male","US","1","0",2,"N257",8,5,"1","Student","Behave",1,"Grades_reason","Cognitive"
22,"Male","US","1","0",2,"N257",8,5,"1","Student","Grades",1,"Smart_reason","Normative"
22,"Male","US","1","0",2,"N257",8,5,"1","Student","Grades",1,"Behave_reason","Normative"
22,"Male","US","1","0",2,"N257",8,5,"1","Student","Grades",1,"Grades_reason","Cognitive"
25,"Male","US","2","0",2,"N258",6,3,"$23,000  - $42,999","Other (please specify)","Smart",0,"Smart_reason","Cognitive"
25,"Male","US","2","0",2,"N258",6,3,"$23,000  - $42,999","Other (please specify)","Smart",0,"Behave_reason","Behavioral"
25,"Male","US","2","0",2,"N258",6,3,"$23,000  - $42,999","Other (please specify)","Smart",0,"Grades_reason","Cognitive"
25,"Male","US","2","0",2,"N258",6,3,"$23,000  - $42,999","Other (please specify)","Behave",1,"Smart_reason","Cognitive"
25,"Male","US","2","0",2,"N258",6,3,"$23,000  - $42,999","Other (please specify)","Behave",1,"Behave_reason","Behavioral"
25,"Male","US","2","0",2,"N258",6,3,"$23,000  - $42,999","Other (please specify)","Behave",1,"Grades_reason","Cognitive"
25,"Male","US","2","0",2,"N258",6,3,"$23,000  - $42,999","Other (please specify)","Grades",0,"Smart_reason","Cognitive"
25,"Male","US","2","0",2,"N258",6,3,"$23,000  - $42,999","Other (please specify)","Grades",0,"Behave_reason","Behavioral"
25,"Male","US","2","0",2,"N258",6,3,"$23,000  - $42,999","Other (please specify)","Grades",0,"Grades_reason","Cognitive"
56,"Male","US","1","0",1,"N259",5,3,"3","Retired","Smart",1,"Smart_reason","Cognitive"
56,"Male","US","1","0",1,"N259",5,3,"3","Retired","Smart",1,"Behave_reason","Normative"
56,"Male","US","1","0",1,"N259",5,3,"3","Retired","Smart",1,"Grades_reason","Normative"
56,"Male","US","1","0",1,"N259",5,3,"3","Retired","Behave",1,"Smart_reason","Cognitive"
56,"Male","US","1","0",1,"N259",5,3,"3","Retired","Behave",1,"Behave_reason","Normative"
56,"Male","US","1","0",1,"N259",5,3,"3","Retired","Behave",1,"Grades_reason","Normative"
56,"Male","US","1","0",1,"N259",5,3,"3","Retired","Grades",1,"Smart_reason","Cognitive"
56,"Male","US","1","0",1,"N259",5,3,"3","Retired","Grades",1,"Behave_reason","Normative"
56,"Male","US","1","0",1,"N259",5,3,"3","Retired","Grades",1,"Grades_reason","Normative"
22,"Male","NZ","2","1",3,"N26",5,4,"4","Other (please specify)","Smart",1,"Smart_reason","Behavioral"
22,"Male","NZ","2","1",3,"N26",5,4,"4","Other (please specify)","Smart",1,"Behave_reason","Personality"
22,"Male","NZ","2","1",3,"N26",5,4,"4","Other (please specify)","Smart",1,"Grades_reason","Personality"
22,"Male","NZ","2","1",3,"N26",5,4,"4","Other (please specify)","Behave",1,"Smart_reason","Behavioral"
22,"Male","NZ","2","1",3,"N26",5,4,"4","Other (please specify)","Behave",1,"Behave_reason","Personality"
22,"Male","NZ","2","1",3,"N26",5,4,"4","Other (please specify)","Behave",1,"Grades_reason","Personality"
22,"Male","NZ","2","1",3,"N26",5,4,"4","Other (please specify)","Grades",0,"Smart_reason","Behavioral"
22,"Male","NZ","2","1",3,"N26",5,4,"4","Other (please specify)","Grades",0,"Behave_reason","Personality"
22,"Male","NZ","2","1",3,"N26",5,4,"4","Other (please specify)","Grades",0,"Grades_reason","Personality"
36,"Male","US","2","0",2,"N262",6,2,"1","Farming, fishing, and forestry","Smart",1,"Smart_reason","Behavioral"
36,"Male","US","2","0",2,"N262",6,2,"1","Farming, fishing, and forestry","Smart",1,"Behave_reason","Normative"
36,"Male","US","2","0",2,"N262",6,2,"1","Farming, fishing, and forestry","Smart",1,"Grades_reason","Behavioral"
36,"Male","US","2","0",2,"N262",6,2,"1","Farming, fishing, and forestry","Behave",1,"Smart_reason","Behavioral"
36,"Male","US","2","0",2,"N262",6,2,"1","Farming, fishing, and forestry","Behave",1,"Behave_reason","Normative"
36,"Male","US","2","0",2,"N262",6,2,"1","Farming, fishing, and forestry","Behave",1,"Grades_reason","Behavioral"
36,"Male","US","2","0",2,"N262",6,2,"1","Farming, fishing, and forestry","Grades",1,"Smart_reason","Behavioral"
36,"Male","US","2","0",2,"N262",6,2,"1","Farming, fishing, and forestry","Grades",1,"Behave_reason","Normative"
36,"Male","US","2","0",2,"N262",6,2,"1","Farming, fishing, and forestry","Grades",1,"Grades_reason","Behavioral"
23,"Female","US","1","1",1,"N264",4,2,"1","Unemployed","Smart",1,"Smart_reason","Normative"
23,"Female","US","1","1",1,"N264",4,2,"1","Unemployed","Smart",1,"Behave_reason","Normative"
23,"Female","US","1","1",1,"N264",4,2,"1","Unemployed","Smart",1,"Grades_reason","Irrelevant"
23,"Female","US","1","1",1,"N264",4,2,"1","Unemployed","Behave",1,"Smart_reason","Normative"
23,"Female","US","1","1",1,"N264",4,2,"1","Unemployed","Behave",1,"Behave_reason","Normative"
23,"Female","US","1","1",1,"N264",4,2,"1","Unemployed","Behave",1,"Grades_reason","Irrelevant"
23,"Female","US","1","1",1,"N264",4,2,"1","Unemployed","Grades",1,"Smart_reason","Normative"
23,"Female","US","1","1",1,"N264",4,2,"1","Unemployed","Grades",1,"Behave_reason","Normative"
23,"Female","US","1","1",1,"N264",4,2,"1","Unemployed","Grades",1,"Grades_reason","Irrelevant"
48,"Female","US","2","1",2,"N265",6,4,"$23,000  - $42,999","Construction, extraction, and maintenance","Smart",1,"Smart_reason","Personality"
48,"Female","US","2","1",2,"N265",6,4,"$23,000  - $42,999","Construction, extraction, and maintenance","Smart",1,"Behave_reason","Behavioral"
48,"Female","US","2","1",2,"N265",6,4,"$23,000  - $42,999","Construction, extraction, and maintenance","Smart",1,"Grades_reason","Normative"
48,"Female","US","2","1",2,"N265",6,4,"$23,000  - $42,999","Construction, extraction, and maintenance","Behave",1,"Smart_reason","Personality"
48,"Female","US","2","1",2,"N265",6,4,"$23,000  - $42,999","Construction, extraction, and maintenance","Behave",1,"Behave_reason","Behavioral"
48,"Female","US","2","1",2,"N265",6,4,"$23,000  - $42,999","Construction, extraction, and maintenance","Behave",1,"Grades_reason","Normative"
48,"Female","US","2","1",2,"N265",6,4,"$23,000  - $42,999","Construction, extraction, and maintenance","Grades",1,"Smart_reason","Personality"
48,"Female","US","2","1",2,"N265",6,4,"$23,000  - $42,999","Construction, extraction, and maintenance","Grades",1,"Behave_reason","Behavioral"
48,"Female","US","2","1",2,"N265",6,4,"$23,000  - $42,999","Construction, extraction, and maintenance","Grades",1,"Grades_reason","Normative"
66,"Female","US","2","1",3,"N266",1,6,"$23,000  - $42,999","Retired","Smart",1,"Smart_reason","Behavioral"
66,"Female","US","2","1",3,"N266",1,6,"$23,000  - $42,999","Retired","Smart",1,"Behave_reason","Personality"
66,"Female","US","2","1",3,"N266",1,6,"$23,000  - $42,999","Retired","Smart",1,"Grades_reason","Personality"
66,"Female","US","2","1",3,"N266",1,6,"$23,000  - $42,999","Retired","Behave",1,"Smart_reason","Behavioral"
66,"Female","US","2","1",3,"N266",1,6,"$23,000  - $42,999","Retired","Behave",1,"Behave_reason","Personality"
66,"Female","US","2","1",3,"N266",1,6,"$23,000  - $42,999","Retired","Behave",1,"Grades_reason","Personality"
66,"Female","US","2","1",3,"N266",1,6,"$23,000  - $42,999","Retired","Grades",0,"Smart_reason","Behavioral"
66,"Female","US","2","1",3,"N266",1,6,"$23,000  - $42,999","Retired","Grades",0,"Behave_reason","Personality"
66,"Female","US","2","1",3,"N266",1,6,"$23,000  - $42,999","Retired","Grades",0,"Grades_reason","Personality"
72,"Female","US","1","1",1,"N267",8,6,"3","Retired","Smart",1,"Smart_reason","Normative"
72,"Female","US","1","1",1,"N267",8,6,"3","Retired","Smart",1,"Behave_reason","Null"
72,"Female","US","1","1",1,"N267",8,6,"3","Retired","Smart",1,"Grades_reason","Cognitive"
72,"Female","US","1","1",1,"N267",8,6,"3","Retired","Behave",1,"Smart_reason","Normative"
72,"Female","US","1","1",1,"N267",8,6,"3","Retired","Behave",1,"Behave_reason","Null"
72,"Female","US","1","1",1,"N267",8,6,"3","Retired","Behave",1,"Grades_reason","Cognitive"
72,"Female","US","1","1",1,"N267",8,6,"3","Retired","Grades",1,"Smart_reason","Normative"
72,"Female","US","1","1",1,"N267",8,6,"3","Retired","Grades",1,"Behave_reason","Null"
72,"Female","US","1","1",1,"N267",8,6,"3","Retired","Grades",1,"Grades_reason","Cognitive"
35,"Female","US","1","1",3,"N268",7,5,"3","Unemployed","Smart",0,"Smart_reason","Cognitive"
35,"Female","US","1","1",3,"N268",7,5,"3","Unemployed","Smart",0,"Behave_reason","Normative"
35,"Female","US","1","1",3,"N268",7,5,"3","Unemployed","Smart",0,"Grades_reason","Normative"
35,"Female","US","1","1",3,"N268",7,5,"3","Unemployed","Behave",1,"Smart_reason","Cognitive"
35,"Female","US","1","1",3,"N268",7,5,"3","Unemployed","Behave",1,"Behave_reason","Normative"
35,"Female","US","1","1",3,"N268",7,5,"3","Unemployed","Behave",1,"Grades_reason","Normative"
35,"Female","US","1","1",3,"N268",7,5,"3","Unemployed","Grades",1,"Smart_reason","Cognitive"
35,"Female","US","1","1",3,"N268",7,5,"3","Unemployed","Grades",1,"Behave_reason","Normative"
35,"Female","US","1","1",3,"N268",7,5,"3","Unemployed","Grades",1,"Grades_reason","Normative"
68,"Female","US","1","1",3,"N269",4,5,"4","Retired","Smart",1,"Smart_reason","Cognitive"
68,"Female","US","1","1",3,"N269",4,5,"4","Retired","Smart",1,"Behave_reason","Cognitive"
68,"Female","US","1","1",3,"N269",4,5,"4","Retired","Smart",1,"Grades_reason","Cognitive"
68,"Female","US","1","1",3,"N269",4,5,"4","Retired","Behave",1,"Smart_reason","Cognitive"
68,"Female","US","1","1",3,"N269",4,5,"4","Retired","Behave",1,"Behave_reason","Cognitive"
68,"Female","US","1","1",3,"N269",4,5,"4","Retired","Behave",1,"Grades_reason","Cognitive"
68,"Female","US","1","1",3,"N269",4,5,"4","Retired","Grades",1,"Smart_reason","Cognitive"
68,"Female","US","1","1",3,"N269",4,5,"4","Retired","Grades",1,"Behave_reason","Cognitive"
68,"Female","US","1","1",3,"N269",4,5,"4","Retired","Grades",1,"Grades_reason","Cognitive"
24,"Male","NZ","1","0",3,"N27",8,2,"4","Management, professional, and related","Smart",1,"Smart_reason","Behavioral"
24,"Male","NZ","1","0",3,"N27",8,2,"4","Management, professional, and related","Smart",1,"Behave_reason","Behavioral"
24,"Male","NZ","1","0",3,"N27",8,2,"4","Management, professional, and related","Smart",1,"Grades_reason","Cognitive"
24,"Male","NZ","1","0",3,"N27",8,2,"4","Management, professional, and related","Behave",1,"Smart_reason","Behavioral"
24,"Male","NZ","1","0",3,"N27",8,2,"4","Management, professional, and related","Behave",1,"Behave_reason","Behavioral"
24,"Male","NZ","1","0",3,"N27",8,2,"4","Management, professional, and related","Behave",1,"Grades_reason","Cognitive"
24,"Male","NZ","1","0",3,"N27",8,2,"4","Management, professional, and related","Grades",1,"Smart_reason","Behavioral"
24,"Male","NZ","1","0",3,"N27",8,2,"4","Management, professional, and related","Grades",1,"Behave_reason","Behavioral"
24,"Male","NZ","1","0",3,"N27",8,2,"4","Management, professional, and related","Grades",1,"Grades_reason","Cognitive"
69,"Female","US","2","1",3,"N270",3,6,"$23,000  - $42,999","Retired","Smart",1,"Smart_reason","Cognitive"
69,"Female","US","2","1",3,"N270",3,6,"$23,000  - $42,999","Retired","Smart",1,"Behave_reason","Normative"
69,"Female","US","2","1",3,"N270",3,6,"$23,000  - $42,999","Retired","Smart",1,"Grades_reason","Normative"
69,"Female","US","2","1",3,"N270",3,6,"$23,000  - $42,999","Retired","Behave",1,"Smart_reason","Cognitive"
69,"Female","US","2","1",3,"N270",3,6,"$23,000  - $42,999","Retired","Behave",1,"Behave_reason","Normative"
69,"Female","US","2","1",3,"N270",3,6,"$23,000  - $42,999","Retired","Behave",1,"Grades_reason","Normative"
69,"Female","US","2","1",3,"N270",3,6,"$23,000  - $42,999","Retired","Grades",1,"Smart_reason","Cognitive"
69,"Female","US","2","1",3,"N270",3,6,"$23,000  - $42,999","Retired","Grades",1,"Behave_reason","Normative"
69,"Female","US","2","1",3,"N270",3,6,"$23,000  - $42,999","Retired","Grades",1,"Grades_reason","Normative"
23,"Female","US","2","0",4,"N271",7,5,"4","Government","Smart",1,"Smart_reason","Normative"
23,"Female","US","2","0",4,"N271",7,5,"4","Government","Smart",1,"Behave_reason","Normative"
23,"Female","US","2","0",4,"N271",7,5,"4","Government","Smart",1,"Grades_reason","Normative"
23,"Female","US","2","0",4,"N271",7,5,"4","Government","Behave",1,"Smart_reason","Normative"
23,"Female","US","2","0",4,"N271",7,5,"4","Government","Behave",1,"Behave_reason","Normative"
23,"Female","US","2","0",4,"N271",7,5,"4","Government","Behave",1,"Grades_reason","Normative"
23,"Female","US","2","0",4,"N271",7,5,"4","Government","Grades",1,"Smart_reason","Normative"
23,"Female","US","2","0",4,"N271",7,5,"4","Government","Grades",1,"Behave_reason","Normative"
23,"Female","US","2","0",4,"N271",7,5,"4","Government","Grades",1,"Grades_reason","Normative"
47,"Female","US","2","1",1,"N272",2,2,"1","Unemployed","Smart",1,"Smart_reason","Normative"
47,"Female","US","2","1",1,"N272",2,2,"1","Unemployed","Smart",1,"Behave_reason","Normative"
47,"Female","US","2","1",1,"N272",2,2,"1","Unemployed","Smart",1,"Grades_reason","Cognitive"
47,"Female","US","2","1",1,"N272",2,2,"1","Unemployed","Behave",1,"Smart_reason","Normative"
47,"Female","US","2","1",1,"N272",2,2,"1","Unemployed","Behave",1,"Behave_reason","Normative"
47,"Female","US","2","1",1,"N272",2,2,"1","Unemployed","Behave",1,"Grades_reason","Cognitive"
47,"Female","US","2","1",1,"N272",2,2,"1","Unemployed","Grades",1,"Smart_reason","Normative"
47,"Female","US","2","1",1,"N272",2,2,"1","Unemployed","Grades",1,"Behave_reason","Normative"
47,"Female","US","2","1",1,"N272",2,2,"1","Unemployed","Grades",1,"Grades_reason","Cognitive"
63,"Female","US","2","0",4,"N273",7,6,"4","Retired","Smart",1,"Smart_reason","Normative"
63,"Female","US","2","0",4,"N273",7,6,"4","Retired","Smart",1,"Behave_reason","Normative"
63,"Female","US","2","0",4,"N273",7,6,"4","Retired","Smart",1,"Grades_reason","Behavioral"
63,"Female","US","2","0",4,"N273",7,6,"4","Retired","Behave",1,"Smart_reason","Normative"
63,"Female","US","2","0",4,"N273",7,6,"4","Retired","Behave",1,"Behave_reason","Normative"
63,"Female","US","2","0",4,"N273",7,6,"4","Retired","Behave",1,"Grades_reason","Behavioral"
63,"Female","US","2","0",4,"N273",7,6,"4","Retired","Grades",1,"Smart_reason","Normative"
63,"Female","US","2","0",4,"N273",7,6,"4","Retired","Grades",1,"Behave_reason","Normative"
63,"Female","US","2","0",4,"N273",7,6,"4","Retired","Grades",1,"Grades_reason","Behavioral"
56,"Female","US","2","1",3,"N275",8,5,"$23,000  - $42,999","Retired","Smart",0,"Smart_reason","Behavioral"
56,"Female","US","2","1",3,"N275",8,5,"$23,000  - $42,999","Retired","Smart",0,"Behave_reason","Normative"
56,"Female","US","2","1",3,"N275",8,5,"$23,000  - $42,999","Retired","Smart",0,"Grades_reason","Normative"
56,"Female","US","2","1",3,"N275",8,5,"$23,000  - $42,999","Retired","Behave",1,"Smart_reason","Behavioral"
56,"Female","US","2","1",3,"N275",8,5,"$23,000  - $42,999","Retired","Behave",1,"Behave_reason","Normative"
56,"Female","US","2","1",3,"N275",8,5,"$23,000  - $42,999","Retired","Behave",1,"Grades_reason","Normative"
56,"Female","US","2","1",3,"N275",8,5,"$23,000  - $42,999","Retired","Grades",1,"Smart_reason","Behavioral"
56,"Female","US","2","1",3,"N275",8,5,"$23,000  - $42,999","Retired","Grades",1,"Behave_reason","Normative"
56,"Female","US","2","1",3,"N275",8,5,"$23,000  - $42,999","Retired","Grades",1,"Grades_reason","Normative"
68,"Female","US","2","1",4,"N276",5,5,"3","Management, professional, and related","Smart",1,"Smart_reason","Null"
68,"Female","US","2","1",4,"N276",5,5,"3","Management, professional, and related","Smart",1,"Behave_reason","Cognitive"
68,"Female","US","2","1",4,"N276",5,5,"3","Management, professional, and related","Smart",1,"Grades_reason","Normative"
68,"Female","US","2","1",4,"N276",5,5,"3","Management, professional, and related","Behave",1,"Smart_reason","Null"
68,"Female","US","2","1",4,"N276",5,5,"3","Management, professional, and related","Behave",1,"Behave_reason","Cognitive"
68,"Female","US","2","1",4,"N276",5,5,"3","Management, professional, and related","Behave",1,"Grades_reason","Normative"
68,"Female","US","2","1",4,"N276",5,5,"3","Management, professional, and related","Grades",1,"Smart_reason","Null"
68,"Female","US","2","1",4,"N276",5,5,"3","Management, professional, and related","Grades",1,"Behave_reason","Cognitive"
68,"Female","US","2","1",4,"N276",5,5,"3","Management, professional, and related","Grades",1,"Grades_reason","Normative"
50,"Female","US","1","0",1,"N278",3,3,"1","Other (please specify)","Smart",1,"Smart_reason","Cognitive"
50,"Female","US","1","0",1,"N278",3,3,"1","Other (please specify)","Smart",1,"Behave_reason","Null"
50,"Female","US","1","0",1,"N278",3,3,"1","Other (please specify)","Smart",1,"Grades_reason","Cognitive"
50,"Female","US","1","0",1,"N278",3,3,"1","Other (please specify)","Behave",0,"Smart_reason","Cognitive"
50,"Female","US","1","0",1,"N278",3,3,"1","Other (please specify)","Behave",0,"Behave_reason","Null"
50,"Female","US","1","0",1,"N278",3,3,"1","Other (please specify)","Behave",0,"Grades_reason","Cognitive"
50,"Female","US","1","0",1,"N278",3,3,"1","Other (please specify)","Grades",1,"Smart_reason","Cognitive"
50,"Female","US","1","0",1,"N278",3,3,"1","Other (please specify)","Grades",1,"Behave_reason","Null"
50,"Female","US","1","0",1,"N278",3,3,"1","Other (please specify)","Grades",1,"Grades_reason","Cognitive"
73,"Female","US","2","1",2,"N279",2,3,"1","Retired","Smart",1,"Smart_reason","Null"
73,"Female","US","2","1",2,"N279",2,3,"1","Retired","Smart",1,"Behave_reason","Null"
73,"Female","US","2","1",2,"N279",2,3,"1","Retired","Smart",1,"Grades_reason","Normative"
73,"Female","US","2","1",2,"N279",2,3,"1","Retired","Behave",1,"Smart_reason","Null"
73,"Female","US","2","1",2,"N279",2,3,"1","Retired","Behave",1,"Behave_reason","Null"
73,"Female","US","2","1",2,"N279",2,3,"1","Retired","Behave",1,"Grades_reason","Normative"
73,"Female","US","2","1",2,"N279",2,3,"1","Retired","Grades",1,"Smart_reason","Null"
73,"Female","US","2","1",2,"N279",2,3,"1","Retired","Grades",1,"Behave_reason","Null"
73,"Female","US","2","1",2,"N279",2,3,"1","Retired","Grades",1,"Grades_reason","Normative"
20,"Male","NZ","2","0",1,"N28",7,2,"1","Student","Smart",1,"Smart_reason","Cognitive"
20,"Male","NZ","2","0",1,"N28",7,2,"1","Student","Smart",1,"Behave_reason","Behavioral"
20,"Male","NZ","2","0",1,"N28",7,2,"1","Student","Smart",1,"Grades_reason","Normative"
20,"Male","NZ","2","0",1,"N28",7,2,"1","Student","Behave",1,"Smart_reason","Cognitive"
20,"Male","NZ","2","0",1,"N28",7,2,"1","Student","Behave",1,"Behave_reason","Behavioral"
20,"Male","NZ","2","0",1,"N28",7,2,"1","Student","Behave",1,"Grades_reason","Normative"
20,"Male","NZ","2","0",1,"N28",7,2,"1","Student","Grades",1,"Smart_reason","Cognitive"
20,"Male","NZ","2","0",1,"N28",7,2,"1","Student","Grades",1,"Behave_reason","Behavioral"
20,"Male","NZ","2","0",1,"N28",7,2,"1","Student","Grades",1,"Grades_reason","Normative"
51,"Female","US","1","0",3,"N280",5,4,"$23,000  - $42,999","Retired","Smart",1,"Smart_reason","Normative"
51,"Female","US","1","0",3,"N280",5,4,"$23,000  - $42,999","Retired","Smart",1,"Behave_reason","Null"
51,"Female","US","1","0",3,"N280",5,4,"$23,000  - $42,999","Retired","Smart",1,"Grades_reason","Normative"
51,"Female","US","1","0",3,"N280",5,4,"$23,000  - $42,999","Retired","Behave",1,"Smart_reason","Normative"
51,"Female","US","1","0",3,"N280",5,4,"$23,000  - $42,999","Retired","Behave",1,"Behave_reason","Null"
51,"Female","US","1","0",3,"N280",5,4,"$23,000  - $42,999","Retired","Behave",1,"Grades_reason","Normative"
51,"Female","US","1","0",3,"N280",5,4,"$23,000  - $42,999","Retired","Grades",1,"Smart_reason","Normative"
51,"Female","US","1","0",3,"N280",5,4,"$23,000  - $42,999","Retired","Grades",1,"Behave_reason","Null"
51,"Female","US","1","0",3,"N280",5,4,"$23,000  - $42,999","Retired","Grades",1,"Grades_reason","Normative"
18,"Female","US","1","0",1,"N281",5,6,"1","Other (please specify)","Smart",0,"Smart_reason","Behavioral"
18,"Female","US","1","0",1,"N281",5,6,"1","Other (please specify)","Smart",0,"Behave_reason","Null"
18,"Female","US","1","0",1,"N281",5,6,"1","Other (please specify)","Smart",0,"Grades_reason","Null"
18,"Female","US","1","0",1,"N281",5,6,"1","Other (please specify)","Behave",0,"Smart_reason","Behavioral"
18,"Female","US","1","0",1,"N281",5,6,"1","Other (please specify)","Behave",0,"Behave_reason","Null"
18,"Female","US","1","0",1,"N281",5,6,"1","Other (please specify)","Behave",0,"Grades_reason","Null"
18,"Female","US","1","0",1,"N281",5,6,"1","Other (please specify)","Grades",0,"Smart_reason","Behavioral"
